epoch,capsnet_acc,capsnet_loss,decoder_loss,loss,val_capsnet_acc,val_capsnet_loss,val_decoder_loss,val_loss
0,0.1347056313993174,0.5955804035118415,0.08435373710080625,0.6286470678479191,0.4440425531914894,0.43027910270589464,0.0690393083526733,0.457342510908208
